time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),snowfall (cm),surface_pressure (hPa),cloud_cover (%),wind_speed_10m (km/h),wind_direction_10m (°),soil_temperature_0_to_7cm (°C),soil_moisture_0_to_7cm (m³/m³),is_day ()
2023-08-01T12:00,26.3,57,17.1,28.0,0.00,0.00,0.00,974.3,84,12.3,212,24.3,0.348,1
2023-08-01T13:00,26.2,54,16.1,27.3,0.00,0.00,0.00,973.9,88,7.1,221,24.6,0.347,1
2023-08-01T14:00,24.6,61,16.5,25.9,0.90,0.90,0.00,973.8,100,6.5,276,24.3,0.353,1
2023-08-01T15:00,20.5,86,18.0,21.3,5.90,5.90,0.00,974.7,100,14.1,357,22.8,0.427,1
2023-08-01T16:00,19.4,92,18.0,20.7,5.20,5.20,0.00,975.6,100,10.5,344,21.5,0.439,1
2023-08-01T17:00,18.8,94,17.8,20.5,3.10,3.10,0.00,975.5,78,7.8,22,20.6,0.433,1
2023-08-01T18:00,18.8,93,17.6,21.3,0.90,0.90,0.00,975.5,85,1.5,166,20.1,0.431,1
2023-08-01T19:00,17.8,96,17.2,19.7,0.20,0.20,0.00,976.0,82,4.6,162,19.6,0.424,0
2023-08-01T20:00,18.2,94,17.2,20.2,0.50,0.50,0.00,976.5,87,3.6,186,19.2,0.424,0
2023-08-01T21:00,17.9,94,16.9,19.6,0.20,0.20,0.00,976.8,28,5.2,155,18.9,0.420,0
2023-08-01T22:00,17.1,96,16.5,18.4,0.00,0.00,0.00,977.1,1,6.6,193,18.4,0.416,0
2023-08-01T23:00,16.4,96,15.7,17.3,0.00,0.00,0.00,977.1,0,7.3,189,17.8,0.413,0
2023-08-02T00:00,14.8,95,14.0,15.2,0.00,0.00,0.00,978.7,7,5.6,207,16.9,0.422,0
2023-08-02T01:00,14.5,94,13.6,15.0,0.00,0.00,0.00,978.5,2,4.3,175,16.3,0.420,0
2023-08-02T02:00,13.5,97,13.0,13.9,0.00,0.00,0.00,978.4,12,3.8,197,15.8,0.418,0
2023-08-02T03:00,14.6,95,13.8,15.5,0.00,0.00,0.00,978.5,8,1.9,338,15.3,0.416,0
2023-08-02T04:00,12.9,99,12.7,13.1,0.00,0.00,0.00,978.2,0,4.3,180,14.9,0.414,1
2023-08-02T05:00,14.5,97,13.9,15.3,0.00,0.00,0.00,978.2,15,2.8,140,15.4,0.412,1
2023-08-02T06:00,15.5,95,14.7,16.9,0.00,0.00,0.00,978.4,7,1.1,108,16.4,0.411,1
2023-08-02T07:00,17.5,89,15.6,19.1,0.00,0.00,0.00,978.6,9,1.8,127,17.7,0.409,1
2023-08-02T08:00,19.4,82,16.2,20.9,0.00,0.00,0.00,979.0,38,4.1,135,19.1,0.407,1
2023-08-02T09:00,21.6,70,15.8,22.6,0.00,0.00,0.00,978.6,30,8.8,168,20.3,0.405,1
2023-08-02T10:00,22.9,55,13.5,22.4,0.00,0.00,0.00,978.7,10,14.4,181,21.1,0.403,1
2023-08-02T11:00,24.1,53,13.9,24.9,0.00,0.00,0.00,978.4,6,14.1,183,22.1,0.400,1
2023-08-02T12:00,23.9,57,14.8,24.6,0.00,0.00,0.00,977.7,81,16.6,179,22.9,0.400,1
2023-08-02T13:00,25.0,53,14.6,24.0,0.00,0.00,0.00,976.9,100,20.4,194,23.2,0.397,1
2023-08-02T14:00,24.3,58,15.4,23.6,0.00,0.00,0.00,976.5,13,17.2,190,23.0,0.395,1
2023-08-02T15:00,24.7,58,15.8,24.4,0.00,0.00,0.00,975.9,24,15.5,179,23.1,0.394,1
2023-08-02T16:00,24.8,60,16.4,24.8,0.00,0.00,0.00,975.2,44,15.1,180,23.0,0.392,1
2023-08-02T17:00,24.0,66,17.2,24.3,0.00,0.00,0.00,974.8,2,15.3,171,22.7,0.391,1
2023-08-02T18:00,22.6,74,17.6,23.3,0.00,0.00,0.00,974.5,1,13.4,166,22.1,0.390,1
2023-08-02T19:00,21.4,79,17.6,22.0,0.00,0.00,0.00,974.4,0,14.6,170,21.4,0.389,0
2023-08-02T20:00,20.7,80,17.2,21.0,0.00,0.00,0.00,974.4,0,15.5,179,20.9,0.389,0
2023-08-02T21:00,20.5,80,16.9,20.5,0.00,0.00,0.00,974.4,0,16.6,181,20.5,0.389,0
2023-08-02T22:00,20.3,81,16.8,20.2,0.00,0.00,0.00,974.1,0,16.7,186,20.3,0.388,0
2023-08-02T23:00,20.1,81,16.8,20.1,0.00,0.00,0.00,973.8,1,16.2,181,20.0,0.388,0
2023-08-03T00:00,20.6,77,16.4,20.9,0.00,0.00,0.00,973.2,2,12.7,172,20.5,0.387,0
2023-08-03T01:00,20.9,74,16.1,21.0,0.00,0.00,0.00,972.8,8,13.4,174,20.2,0.386,0
2023-08-03T02:00,21.1,75,16.4,21.5,0.00,0.00,0.00,972.9,4,12.1,168,20.1,0.386,0
2023-08-03T03:00,20.3,80,16.7,21.1,0.00,0.00,0.00,973.3,1,10.5,158,19.9,0.385,0
2023-08-03T04:00,18.7,88,16.8,20.1,0.00,0.00,0.00,974.1,0,7.1,204,19.4,0.385,1
2023-08-03T05:00,19.7,86,17.4,21.2,0.00,0.00,0.00,974.7,2,7.6,211,19.5,0.385,1
2023-08-03T06:00,21.8,82,18.7,24.2,0.00,0.00,0.00,975.2,8,6.0,205,20.2,0.384,1
2023-08-03T07:00,23.4,78,19.3,26.6,0.00,0.00,0.00,975.5,17,1.5,225,21.3,0.383,1
2023-08-03T08:00,24.7,72,19.3,27.8,0.10,0.10,0.00,975.9,38,3.2,207,22.5,0.382,1
2023-08-03T09:00,25.6,68,19.3,28.7,0.90,0.90,0.00,976.2,30,6.2,234,23.5,0.387,1
2023-08-03T10:00,26.8,63,19.2,29.9,0.40,0.40,0.00,976.3,46,8.7,225,24.4,0.389,1
2023-08-03T11:00,27.3,58,18.4,29.6,0.10,0.10,0.00,976.2,43,9.7,243,24.9,0.387,1
2023-08-03T12:00,25.6,67,19.0,29.4,0.10,0.10,0.00,977.3,84,5.4,290,25.4,0.381,1
2023-08-03T13:00,21.0,84,18.2,21.0,4.20,4.20,0.00,977.7,100,20.3,33,24.3,0.428,1
2023-08-03T14:00,20.2,88,18.2,21.9,2.70,2.70,0.00,978.8,100,8.7,17,22.8,0.431,1
2023-08-03T15:00,20.7,81,17.3,21.5,0.20,0.20,0.00,978.5,73,12.1,30,22.2,0.423,1
2023-08-03T16:00,20.5,74,15.7,21.4,0.10,0.10,0.00,978.7,84,6.8,3,21.8,0.418,1
2023-08-03T17:00,20.0,79,16.2,20.9,0.10,0.10,0.00,978.5,100,8.6,327,21.3,0.415,1
2023-08-03T18:00,19.1,85,16.6,20.0,0.10,0.10,0.00,979.0,100,9.4,320,20.8,0.413,1
2023-08-03T19:00,18.5,89,16.6,19.5,0.40,0.40,0.00,979.3,100,8.4,320,20.1,0.412,0
2023-08-03T20:00,18.2,88,16.3,19.3,0.30,0.30,0.00,979.5,100,7.7,323,19.6,0.412,0
2023-08-03T21:00,17.8,92,16.5,18.8,0.70,0.70,0.00,979.6,100,8.4,317,19.1,0.416,0
2023-08-03T22:00,17.7,93,16.6,19.0,0.30,0.30,0.00,979.5,100,6.3,329,18.8,0.416,0
2023-08-03T23:00,17.6,94,16.5,18.7,1.10,1.10,0.00,979.5,92,7.7,311,18.6,0.427,0
2023-08-04T00:00,16.9,94,15.9,17.7,0.20,0.20,0.00,980.1,100,8.3,360,17.4,0.408,0
2023-08-04T01:00,16.6,95,15.7,17.4,1.70,1.70,0.00,980.0,100,7.9,16,17.5,0.426,0
2023-08-04T02:00,16.4,94,15.5,16.9,0.50,0.50,0.00,979.8,100,9.4,353,17.5,0.424,0
2023-08-04T03:00,16.4,94,15.5,16.8,0.70,0.70,0.00,980.3,100,9.7,329,17.5,0.427,0
2023-08-04T04:00,16.5,94,15.6,17.3,1.20,1.20,0.00,980.5,100,7.3,340,17.5,0.431,1
2023-08-04T05:00,16.5,94,15.6,17.1,0.80,0.80,0.00,980.5,100,9.1,342,17.5,0.429,1
2023-08-04T06:00,16.8,91,15.3,17.2,0.20,0.20,0.00,980.8,100,9.3,344,17.6,0.423,1
2023-08-04T07:00,17.2,87,15.0,17.8,0.20,0.20,0.00,981.2,100,7.0,348,17.8,0.420,1
2023-08-04T08:00,17.5,85,15.0,18.1,0.40,0.40,0.00,981.3,100,6.7,344,18.2,0.420,1
2023-08-04T09:00,17.4,89,15.6,18.3,0.60,0.60,0.00,981.4,100,6.9,354,18.4,0.422,1
2023-08-04T10:00,19.1,80,15.5,19.5,0.60,0.60,0.00,981.6,100,10.2,18,19.3,0.422,1
2023-08-04T11:00,19.8,77,15.7,20.4,0.40,0.40,0.00,981.3,100,9.4,23,19.8,0.420,1
2023-08-04T12:00,17.1,87,14.9,17.1,0.80,0.80,0.00,982.5,100,10.9,326,19.2,0.441,1
2023-08-04T13:00,17.2,89,15.4,17.5,1.60,1.60,0.00,982.0,100,10.1,354,18.7,0.436,1
2023-08-04T14:00,17.5,85,15.0,17.4,0.40,0.40,0.00,981.7,100,11.5,356,18.5,0.429,1
2023-08-04T15:00,18.4,82,15.3,18.8,0.10,0.10,0.00,981.5,100,9.3,347,19.0,0.425,1
2023-08-04T16:00,18.2,83,15.4,18.3,0.00,0.00,0.00,980.7,100,12.1,330,18.8,0.421,1
2023-08-04T17:00,17.8,87,15.6,18.2,0.00,0.00,0.00,980.5,56,9.7,321,18.7,0.418,1
2023-08-04T18:00,17.4,89,15.7,18.0,0.00,0.00,0.00,980.2,71,8.9,328,18.4,0.416,1
2023-08-04T19:00,17.0,90,15.4,17.3,0.00,0.00,0.00,980.2,100,10.5,319,18.1,0.414,0
2023-08-04T20:00,16.8,89,15.0,16.8,0.10,0.10,0.00,979.9,100,11.2,320,17.8,0.413,0
2023-08-04T21:00,16.4,91,15.0,16.1,0.50,0.50,0.00,979.2,95,13.3,327,17.5,0.415,0
2023-08-04T22:00,16.4,92,15.2,16.3,0.40,0.40,0.00,979.0,95,12.5,321,17.2,0.416,0
2023-08-04T23:00,16.4,92,15.2,16.0,2.60,2.60,0.00,978.0,85,14.5,333,17.0,0.439,0
2023-08-05T00:00,15.6,93,14.6,15.5,2.20,2.20,0.00,978.6,95,11.2,303,16.5,0.418,0
2023-08-05T01:00,15.6,92,14.4,15.0,1.90,1.90,0.00,977.4,92,14.0,316,16.4,0.435,0
2023-08-05T02:00,15.4,93,14.2,15.0,1.80,1.80,0.00,976.7,94,12.5,319,16.2,0.438,0
2023-08-05T03:00,15.5,92,14.1,15.1,3.60,3.60,0.00,976.3,100,11.5,309,16.1,0.438,0
2023-08-05T04:00,15.5,92,14.2,14.7,5.30,5.30,0.00,975.7,91,14.7,332,16.0,0.439,1
2023-08-05T05:00,15.7,91,14.3,15.0,1.10,1.10,0.00,975.6,96,14.1,308,16.0,0.435,1
2023-08-05T06:00,16.0,91,14.5,15.4,0.20,0.20,0.00,975.6,94,14.5,316,16.1,0.431,1
2023-08-05T07:00,17.1,91,15.6,17.0,0.30,0.30,0.00,975.8,97,14.0,312,16.7,0.429,1
2023-08-05T08:00,16.9,90,15.3,16.8,0.80,0.80,0.00,976.1,100,12.3,320,16.8,0.434,1
2023-08-05T09:00,17.1,91,15.5,17.2,1.30,1.30,0.00,975.9,96,11.8,310,17.0,0.437,1
2023-08-05T10:00,17.6,94,16.6,18.2,1.40,1.40,0.00,976.2,91,11.2,312,17.4,0.435,1
2023-08-05T11:00,18.5,90,16.8,19.9,2.10,2.10,0.00,976.6,100,6.6,292,18.0,0.434,1
2023-08-05T12:00,18.0,88,15.9,19.4,2.10,2.10,0.00,976.3,100,4.3,336,18.1,0.439,1
2023-08-05T13:00,17.9,91,16.4,19.1,2.40,2.40,0.00,976.1,100,6.9,313,18.0,0.438,1
2023-08-05T14:00,18.0,91,16.5,18.9,1.20,1.20,0.00,975.7,100,8.9,291,18.1,0.435,1
2023-08-05T15:00,18.0,92,16.7,18.9,1.40,1.40,0.00,975.8,100,9.8,298,18.1,0.436,1
2023-08-05T16:00,17.7,94,16.8,18.2,0.50,0.50,0.00,975.5,100,12.6,297,18.0,0.434,1
2023-08-05T17:00,17.3,95,16.6,18.2,4.30,4.30,0.00,975.4,100,9.9,280,17.9,0.433,1
2023-08-05T18:00,16.7,89,15.0,17.0,2.30,2.30,0.00,975.1,90,9.3,283,17.3,0.435,1
2023-08-05T19:00,16.4,89,14.5,16.3,1.20,1.20,0.00,975.0,85,11.2,320,16.9,0.437,0
2023-08-05T20:00,16.3,88,14.3,16.7,0.30,0.30,0.00,975.5,98,6.9,309,16.5,0.432,0
2023-08-05T21:00,15.6,92,14.3,16.4,0.00,0.00,0.00,975.1,84,4.1,285,16.3,0.427,0
2023-08-05T22:00,15.6,94,14.6,16.4,0.00,0.00,0.00,974.7,64,4.3,270,16.1,0.424,0
2023-08-05T23:00,15.4,95,14.6,16.2,0.00,0.00,0.00,974.4,100,4.8,243,16.0,0.421,0
2023-08-06T00:00,15.1,96,14.5,15.8,0.00,0.00,0.00,973.5,79,5.3,242,16.1,0.421,0
2023-08-06T01:00,13.8,97,13.4,14.1,0.00,0.00,0.00,972.8,100,5.5,247,15.6,0.419,0
2023-08-06T02:00,13.9,98,13.6,14.3,0.00,0.00,0.00,972.9,100,4.7,266,15.4,0.417,0
2023-08-06T03:00,15.0,96,14.3,15.7,0.00,0.00,0.00,972.5,72,4.3,270,15.5,0.415,0
2023-08-06T04:00,15.2,94,14.3,15.9,0.00,0.00,0.00,972.3,90,4.7,266,15.5,0.413,1
2023-08-06T05:00,15.7,93,14.6,16.5,0.20,0.20,0.00,972.9,97,5.0,249,15.7,0.413,1
2023-08-06T06:00,16.1,94,15.1,17.1,0.50,0.50,0.00,973.4,91,4.3,228,15.9,0.418,1
2023-08-06T07:00,16.2,94,15.2,17.2,1.60,1.60,0.00,973.5,91,5.1,219,16.0,0.435,1
2023-08-06T08:00,16.6,93,15.4,17.4,1.30,1.30,0.00,973.7,90,6.7,234,16.3,0.436,1
2023-08-06T09:00,17.8,89,15.9,18.9,0.30,0.30,0.00,974.1,87,6.3,211,17.1,0.430,1
2023-08-06T10:00,18.5,83,15.5,19.2,0.10,0.10,0.00,974.2,95,8.0,175,17.8,0.426,1
2023-08-06T11:00,19.5,77,15.4,20.3,0.00,0.00,0.00,974.3,62,7.2,162,18.6,0.422,1
2023-08-06T12:00,18.3,81,15.0,18.5,0.00,0.00,0.00,974.9,63,10.0,165,18.8,0.420,1
2023-08-06T13:00,17.8,78,14.0,16.8,0.00,0.00,0.00,975.4,92,15.5,205,18.8,0.418,1
2023-08-06T14:00,20.1,66,13.5,19.5,0.00,0.00,0.00,975.1,58,11.7,198,19.3,0.415,1
2023-08-06T15:00,20.3,63,13.0,19.2,0.00,0.00,0.00,975.0,33,14.2,189,19.5,0.412,1
2023-08-06T16:00,20.0,65,13.3,18.8,0.00,0.00,0.00,975.7,47,15.1,198,19.5,0.410,1
2023-08-06T17:00,19.1,72,13.9,19.0,0.00,0.00,0.00,976.1,32,9.2,225,19.1,0.408,1
2023-08-06T18:00,17.3,84,14.5,17.9,0.00,0.00,0.00,976.3,22,5.9,259,18.4,0.407,1
2023-08-06T19:00,17.3,77,13.1,18.2,0.00,0.00,0.00,977.2,32,0.4,270,17.2,0.406,0
2023-08-06T20:00,15.4,86,13.1,15.9,0.00,0.00,0.00,977.5,4,3.1,324,16.4,0.405,0
2023-08-06T21:00,15.1,87,13.0,15.4,0.00,0.00,0.00,978.0,11,4.0,355,15.6,0.404,0
2023-08-06T22:00,14.7,87,12.6,15.2,0.00,0.00,0.00,978.2,7,1.9,292,15.1,0.404,0
2023-08-06T23:00,12.9,92,11.7,13.0,0.00,0.00,0.00,978.5,47,2.9,263,14.6,0.403,0
2023-08-07T00:00,12.3,92,11.0,11.9,0.00,0.00,0.00,978.1,44,4.7,279,13.6,0.409,0
2023-08-07T01:00,11.2,94,10.3,10.7,0.00,0.00,0.00,977.8,5,4.2,301,13.5,0.408,0
2023-08-07T02:00,9.5,98,9.2,8.7,0.00,0.00,0.00,977.7,0,4.2,290,13.1,0.407,0
2023-08-07T03:00,9.5,99,9.3,8.5,0.00,0.00,0.00,978.1,0,5.2,282,12.6,0.406,0
2023-08-07T04:00,8.4,100,8.4,6.9,0.00,0.00,0.00,978.3,86,6.8,212,12.2,0.405,1
2023-08-07T05:00,11.0,95,10.3,10.5,0.00,0.00,0.00,979.0,10,4.3,222,12.6,0.404,1
2023-08-07T06:00,14.3,89,12.5,14.8,0.00,0.00,0.00,979.6,2,2.2,360,13.8,0.404,1
2023-08-07T07:00,17.0,71,11.8,16.9,0.00,0.00,0.00,980.2,3,4.8,347,15.3,0.402,1
2023-08-07T08:00,18.9,56,9.8,17.7,0.00,0.00,0.00,980.8,34,7.9,330,16.6,0.401,1
2023-08-07T09:00,19.8,42,6.4,17.9,0.00,0.00,0.00,981.3,69,9.1,304,17.7,0.399,1
2023-08-07T10:00,19.7,44,7.0,17.5,0.00,0.00,0.00,981.8,54,9.3,324,18.3,0.397,1
2023-08-07T11:00,19.8,44,7.4,17.8,0.00,0.00,0.00,982.0,60,9.2,315,18.7,0.395,1
2023-08-07T12:00,17.1,68,11.2,17.3,0.00,0.00,0.00,982.4,59,1.1,18,19.6,0.396,1
2023-08-07T13:00,18.5,57,9.9,18.1,0.00,0.00,0.00,982.7,68,5.4,98,19.8,0.395,1
2023-08-07T14:00,17.6,60,9.8,17.0,0.00,0.00,0.00,983.4,56,4.1,218,19.4,0.394,1
2023-08-07T15:00,18.0,59,9.8,17.7,0.00,0.00,0.00,983.6,21,1.6,297,19.4,0.393,1
2023-08-07T16:00,18.1,57,9.3,17.6,0.00,0.00,0.00,983.8,37,1.9,292,19.2,0.392,1
2023-08-07T17:00,17.3,63,10.1,16.8,0.00,0.00,0.00,983.9,39,3.1,306,18.6,0.392,1
2023-08-07T18:00,15.6,83,12.7,15.9,0.00,0.00,0.00,984.2,36,3.5,294,17.7,0.391,1
2023-08-07T19:00,14.4,84,11.7,14.3,0.00,0.00,0.00,984.8,32,4.6,252,16.6,0.391,0
2023-08-07T20:00,15.0,77,11.0,15.1,0.00,0.00,0.00,985.6,34,1.5,284,15.8,0.391,0
2023-08-07T21:00,14.2,82,11.1,14.4,0.00,0.00,0.00,986.1,26,1.0,315,15.1,0.391,0
2023-08-07T22:00,12.1,92,10.8,11.7,0.00,0.00,0.00,986.2,6,4.4,261,14.5,0.391,0
2023-08-07T23:00,12.2,88,10.2,11.5,0.00,0.00,0.00,986.5,4,5.2,258,14.0,0.391,0
2023-08-08T00:00,12.2,86,9.9,11.3,0.00,0.00,0.00,986.5,1,5.8,202,12.9,0.407,0
2023-08-08T01:00,11.1,89,9.3,9.9,0.00,0.00,0.00,986.4,17,7.3,250,12.8,0.406,0
2023-08-08T02:00,10.8,91,9.4,9.6,0.00,0.00,0.00,986.8,21,6.7,324,12.7,0.405,0
2023-08-08T03:00,10.2,92,8.9,8.9,0.00,0.00,0.00,987.0,7,6.6,319,12.6,0.404,0
2023-08-08T04:00,10.3,89,8.6,9.3,0.00,0.00,0.00,987.1,0,4.2,301,12.3,0.403,1
2023-08-08T05:00,11.5,88,9.6,10.9,0.00,0.00,0.00,987.5,3,3.7,191,12.6,0.402,1
2023-08-08T06:00,13.7,84,11.0,13.8,0.00,0.00,0.00,988.2,10,1.8,180,13.7,0.401,1
2023-08-08T07:00,16.1,76,11.8,16.3,0.00,0.00,0.00,988.5,27,2.6,146,15.0,0.399,1
2023-08-08T08:00,17.8,69,12.0,17.7,0.00,0.00,0.00,988.4,10,4.7,157,16.4,0.398,1
2023-08-08T09:00,19.3,60,11.3,19.2,0.00,0.00,0.00,988.4,17,8.4,173,17.8,0.396,1
2023-08-08T10:00,19.9,54,10.3,19.1,0.00,0.00,0.00,988.1,14,11.5,180,18.7,0.394,1
2023-08-08T11:00,20.7,49,9.7,19.9,0.00,0.00,0.00,987.5,21,13.0,175,19.5,0.392,1
2023-08-08T12:00,20.6,48,9.3,19.9,0.00,0.00,0.00,987.4,47,12.3,183,20.1,0.388,1
2023-08-08T13:00,20.8,49,9.7,19.3,0.00,0.00,0.00,986.9,51,14.1,174,20.3,0.386,1
2023-08-08T14:00,20.8,53,11.0,18.7,0.00,0.00,0.00,986.3,68,18.4,179,20.4,0.384,1
2023-08-08T15:00,20.6,53,10.6,18.2,0.00,0.00,0.00,986.1,38,17.5,189,20.2,0.383,1
2023-08-08T16:00,20.4,56,11.3,18.5,0.00,0.00,0.00,985.6,32,15.5,179,19.9,0.382,1
2023-08-08T17:00,19.4,62,11.8,17.9,0.00,0.00,0.00,985.4,29,13.8,171,19.4,0.381,1
2023-08-08T18:00,17.9,68,11.8,16.6,0.00,0.00,0.00,985.3,2,12.6,180,18.7,0.381,1
2023-08-08T19:00,16.4,74,11.8,15.3,0.00,0.00,0.00,985.6,21,11.2,182,17.8,0.381,0
2023-08-08T20:00,15.6,78,11.8,14.7,0.00,0.00,0.00,985.7,31,9.8,188,17.1,0.380,0
2023-08-08T21:00,14.8,82,11.8,14.2,0.00,0.00,0.00,985.8,3,7.6,188,16.5,0.380,0
2023-08-08T22:00,13.4,90,11.7,13.3,0.00,0.00,0.00,985.6,3,4.2,211,15.8,0.380,0
2023-08-08T23:00,12.4,95,11.6,12.4,0.00,0.00,0.00,985.6,1,2.9,263,15.1,0.380,0
2023-08-09T00:00,11.8,98,11.5,11.5,0.00,0.00,0.00,985.4,0,4.7,293,14.2,0.379,0
2023-08-09T01:00,11.5,97,11.0,10.8,0.00,0.00,0.00,985.6,16,6.5,304,14.1,0.379,0
2023-08-09T02:00,12.0,93,10.9,11.5,0.00,0.00,0.00,985.7,37,5.4,307,13.9,0.379,0
2023-08-09T03:00,12.1,93,10.9,12.2,0.00,0.00,0.00,985.7,25,1.1,198,13.7,0.379,0
2023-08-09T04:00,12.5,92,11.2,12.7,0.00,0.00,0.00,986.0,13,1.1,252,13.4,0.379,1
2023-08-09T05:00,12.9,93,11.8,12.9,0.00,0.00,0.00,985.8,32,3.7,169,13.8,0.378,1
2023-08-09T06:00,15.2,88,13.1,15.7,0.00,0.00,0.00,986.1,38,2.8,140,14.7,0.378,1
2023-08-09T07:00,17.4,78,13.6,17.9,0.00,0.00,0.00,986.0,52,4.9,144,16.0,0.378,1
2023-08-09T08:00,19.4,73,14.4,20.0,0.00,0.00,0.00,986.1,56,6.0,163,17.3,0.377,1
2023-08-09T09:00,21.3,65,14.4,21.6,0.00,0.00,0.00,985.9,68,8.8,168,18.6,0.375,1
2023-08-09T10:00,22.7,53,12.6,22.3,0.00,0.00,0.00,985.8,93,11.3,189,19.6,0.374,1
2023-08-09T11:00,21.5,56,12.4,21.0,0.10,0.10,0.00,985.9,100,8.3,214,19.6,0.373,1
2023-08-09T12:00,21.7,60,13.5,21.5,0.50,0.50,0.00,986.1,67,8.9,194,19.8,0.375,1
2023-08-09T13:00,20.1,71,14.7,20.3,2.60,2.60,0.00,986.4,100,8.9,328,20.0,0.404,1
2023-08-09T14:00,17.4,91,16.0,18.8,2.50,2.50,0.00,986.4,84,4.6,288,19.0,0.427,1
2023-08-09T15:00,18.3,88,16.3,19.7,1.10,1.10,0.00,986.2,19,5.2,326,18.9,0.427,1
2023-08-09T16:00,19.2,83,16.3,21.1,0.00,0.00,0.00,986.2,10,1.4,90,19.3,0.420,1
2023-08-09T17:00,18.6,86,16.3,20.5,0.00,0.00,0.00,986.2,26,1.8,53,19.0,0.416,1
2023-08-09T18:00,18.1,90,16.4,20.2,0.00,0.00,0.00,986.3,50,0.8,333,18.3,0.413,1
2023-08-09T19:00,17.5,93,16.3,19.4,0.00,0.00,0.00,986.8,47,2.2,9,17.4,0.410,0
2023-08-09T20:00,16.0,97,15.6,17.4,0.00,0.00,0.00,987.3,82,3.9,338,16.9,0.408,0
2023-08-09T21:00,15.4,97,15.0,16.3,0.30,0.30,0.00,987.6,88,5.2,326,16.7,0.408,0
2023-08-09T22:00,15.5,95,14.8,16.4,0.20,0.20,0.00,987.7,69,4.7,337,16.4,0.407,0
2023-08-09T23:00,14.9,96,14.3,15.7,0.10,0.10,0.00,987.7,7,4.1,345,16.0,0.406,0
2023-08-10T00:00,13.8,97,13.4,14.2,0.00,0.00,0.00,988.6,2,4.3,355,14.5,0.411,0
2023-08-10T01:00,13.0,99,12.8,13.3,0.00,0.00,0.00,988.5,2,3.9,326,14.0,0.409,0
2023-08-10T02:00,10.9,100,10.9,10.3,0.00,0.00,0.00,988.3,100,5.8,277,13.5,0.406,0
2023-08-10T03:00,12.1,97,11.6,11.9,0.00,0.00,0.00,988.0,39,4.5,284,13.4,0.405,0
2023-08-10T04:00,12.9,95,12.1,12.7,0.00,0.00,0.00,988.7,60,5.9,313,13.5,0.403,1
2023-08-10T05:00,13.6,94,12.7,13.4,0.00,0.00,0.00,988.8,60,7.0,325,13.9,0.402,1
2023-08-10T06:00,14.5,94,13.5,14.4,0.00,0.00,0.00,989.3,60,8.1,347,14.4,0.400,1
2023-08-10T07:00,15.1,92,13.8,15.5,0.00,0.00,0.00,989.7,60,5.0,339,14.9,0.399,1
2023-08-10T08:00,16.5,84,13.8,17.5,0.00,0.00,0.00,990.0,6,1.8,11,16.0,0.398,1
2023-08-10T09:00,18.3,75,13.8,19.0,0.00,0.00,0.00,990.2,2,5.0,120,17.6,0.397,1
2023-08-10T10:00,19.5,68,13.4,21.0,0.00,0.00,0.00,990.2,24,5.4,143,18.9,0.395,1
2023-08-10T11:00,20.2,64,13.2,21.3,0.00,0.00,0.00,990.0,27,4.9,144,19.7,0.393,1
2023-08-10T12:00,20.5,59,12.2,21.1,0.00,0.00,0.00,990.1,31,4.7,180,18.7,0.397,1
2023-08-10T13:00,21.4,55,11.9,22.1,0.00,0.00,0.00,989.9,25,4.2,149,19.7,0.394,1
2023-08-10T14:00,21.4,54,11.6,21.6,0.00,0.00,0.00,989.7,33,1.8,191,20.2,0.392,1
2023-08-10T15:00,20.5,58,12.0,20.1,0.00,0.00,0.00,989.9,28,6.8,252,20.0,0.391,1
2023-08-10T16:00,19.8,65,13.1,20.4,0.00,0.00,0.00,990.0,16,3.0,194,19.7,0.390,1
2023-08-10T17:00,19.1,74,14.4,19.8,0.00,0.00,0.00,990.0,9,4.7,99,19.3,0.389,1
2023-08-10T18:00,17.0,84,14.3,17.8,0.00,0.00,0.00,990.4,11,3.9,68,18.4,0.389,1
2023-08-10T19:00,15.6,87,13.5,16.0,0.00,0.00,0.00,990.8,7,4.9,36,17.2,0.388,0
2023-08-10T20:00,14.5,90,12.8,14.6,0.00,0.00,0.00,991.1,2,5.4,352,16.3,0.388,0
2023-08-10T21:00,14.5,90,12.9,14.4,0.00,0.00,0.00,991.4,57,7.3,327,15.8,0.387,0
2023-08-10T22:00,14.5,91,13.0,14.3,0.00,0.00,0.00,991.6,61,7.7,319,15.6,0.387,0
2023-08-10T23:00,15.0,89,13.2,15.0,0.00,0.00,0.00,991.6,61,7.3,327,15.7,0.386,0
2023-08-11T00:00,15.1,90,13.5,15.3,0.00,0.00,0.00,991.8,58,6.4,322,15.3,0.386,0
2023-08-11T01:00,15.0,91,13.5,15.2,0.00,0.00,0.00,991.6,43,6.1,315,15.5,0.386,0
2023-08-11T02:00,14.5,92,13.3,14.7,0.00,0.00,0.00,991.5,4,5.8,330,15.3,0.386,0
2023-08-11T03:00,13.9,94,12.9,14.0,0.00,0.00,0.00,991.3,8,5.5,328,15.0,0.385,0
2023-08-11T04:00,13.3,95,12.5,13.3,0.00,0.00,0.00,991.4,18,5.1,321,14.6,0.385,1
2023-08-11T05:00,14.1,93,13.1,14.1,0.00,0.00,0.00,991.9,11,6.9,309,14.7,0.385,1
